"url","Prettylink","Prettylink_link","Contentblock","Contentlink","Contentlink_link","Contentimg","Contentimg_alt","Contentimg_link"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","And finally #AfterLastNightsDebate She's ready to Roll! Get Registered & be ready to Vote on Nov 8th! #ImWithHer pic.twitter.com/qaLlv8PBJJ","BCarrz‏ @bcarrz; 27 Sep 2016; #AfterLastNightsDebate; #ImWithHer; pic.twitter.com/qaLlv8PBJJ","https://twitter.com/bcarrz; https://twitter.com/bcarrz/status/780919445480812544; https://twitter.com/hashtag/AfterLastNightsDebate?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/qaLlv8PBJJ","","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","I vote because I care about my future in this awesome country #IVoteBecause #305Vote #LeadersGetSocial #ImWithHer pic.twitter.com/WNQaqWLbMd","Maria Luisa Ley‏ @marialuisaley; 27 Sep 2016; #IVoteBecause; #305Vote; #LeadersGetSocial; #ImWithHer; pic.twitter.com/WNQaqWLbMd","https://twitter.com/marialuisaley; https://twitter.com/marialuisaley/status/780919576707993600; https://twitter.com/hashtag/IVoteBecause?src=hash; https://twitter.com/hashtag/305Vote?src=hash; https://twitter.com/hashtag/LeadersGetSocial?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/WNQaqWLbMd","https://pbs.twimg.com/media/CtZiNJBUkAAhZYg.jpg","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","Excited to be with the @HillaryforWI team here in Madison! #trainWI #ImWithHer #WIBackHer","Royce Kim‏ @osnapitsroyce; 27 Sep 2016; @HillaryforWI; #trainWI; #ImWithHer; #WIBackHer","https://twitter.com/osnapitsroyce; https://twitter.com/osnapitsroyce/status/780919720476377089; https://twitter.com/HillaryforWI; https://twitter.com/hashtag/trainWI?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/WIBackHer?src=hash","","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","The #Debate yesterday was the most watched presidential debate ever. Good news for #Hillary #ImWithHer #Election2016http://money.cnn.com/2016/09/27/media/debate-ratings-record-viewership/index.html …","ReadyForChange‏ @ProgPoli; 27 Sep 2016; #Debate; #Hillary; #ImWithHer; #Election2016; http://money.cnn.com/2016/09/27/media/debate-ratings-record-viewership/index.html …","https://twitter.com/ProgPoli; https://twitter.com/ProgPoli/status/780919698477158400; https://twitter.com/hashtag/Debate?src=hash; https://twitter.com/hashtag/Hillary?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/Election2016?src=hash; https://t.co/UWyK4aR4yt","","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","If you wear anything that conveys #Imwithher - you're automatically unattractive, and I assume you smell like fish sticks.","Star Stuff‏ @Statistar30; 27 Sep 2016; #Imwithher","https://twitter.com/Statistar30; https://twitter.com/Statistar30/status/780919767242792960; https://twitter.com/hashtag/Imwithher?src=hash","","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","Carl Thomas Ball","https://twitter.com/carltball122219","#IAmMuslimNYC #Islam is EVIL! #StopIslam #NoShariah The Jihadists say #ImWithHer when mentioning @HillaryClinton #TrumpWonpic.twitter.com/4XepHfOriQ","American Infidel 🇺🇸 🇮🇱‏ @USA_Infidel247; 27 Sep 2016; #IAmMuslimNYC; #Islam; #StopIslam; #NoShariah; #ImWithHer; @HillaryClinton; #TrumpWon; pic.twitter.com/4XepHfOriQ","https://twitter.com/USA_Infidel247; https://twitter.com/USA_Infidel247/status/780912605321846784; https://twitter.com/hashtag/IAmMuslimNYC?src=hash; https://twitter.com/hashtag/Islam?src=hash; https://twitter.com/hashtag/StopIslam?src=hash; https://twitter.com/hashtag/NoShariah?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/HillaryClinton; https://twitter.com/hashtag/TrumpWon?src=hash; https://t.co/4XepHfOriQ","https://pbs.twimg.com/media/CtZbqK0UsAUVB9m.jpg","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","Stolen Sceptre","https://twitter.com/StolenSceptre","→The Biggest Glass Ceiling On Earth – That’s Why Polls Are Tight!← http://bit.ly/2d7QI30 #p2 #ctl #ImWithHer #TNTweeters #HillaryClintonpic.twitter.com/rbXkohpkhH","Progressive Man 📎‏ @WeNeededHillary; 27 Sep 2016; http://bit.ly/2d7QI30; #p2; #ctl; #ImWithHer; #TNTweeters; #HillaryClinton; pic.twitter.com/rbXkohpkhH","https://twitter.com/WeNeededHillary; https://twitter.com/WeNeededHillary/status/780918444556423168; https://t.co/qZ8m3loyGc; https://twitter.com/hashtag/p2?src=hash; https://twitter.com/hashtag/ctl?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/TNTweeters?src=hash; https://twitter.com/hashtag/HillaryClinton?src=hash; https://t.co/rbXkohpkhH","https://pbs.twimg.com/media/CtZhL2fXgAALvWO.jpg","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","I just told @nbcwashington who I think is winning. Cast your vote now! #ImWithHer #Debates #NBC4DChttps://cards.twitter.com/cards/8x39w/29xz8 …","Jade Cameron ♡‏ @jadecam_; 27 Sep 2016; @nbcwashington; #ImWithHer; #Debates; #NBC4DC; https://cards.twitter.com/cards/8x39w/29xz8 …","https://twitter.com/jadecam_; https://twitter.com/jadecam_/status/780919939456569344; https://twitter.com/nbcwashington; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/Debates?src=hash; https://twitter.com/hashtag/NBC4DC?src=hash; https://t.co/xoAtW87iDo","","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","@Kaepernick7 You sound uneducated & not informed! #ImWithHer pic.twitter.com/OVONc7mJMZ","DEADLEE‏Verified account @deadlee2213; 27 Sep 2016; @Kaepernick7; #ImWithHer; pic.twitter.com/OVONc7mJMZ","https://twitter.com/deadlee2213; https://twitter.com/deadlee2213/status/780919917302288384; https://twitter.com/Kaepernick7; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/OVONc7mJMZ","https://pbs.twimg.com/media/CtZia1tUkAAoZEl.jpg","",""
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-27%20until%3A2016-09-28&src=typd&lang=en","","","ya girl just registered to vote ♡ #RockTheVote #ImWithHer @HillaryClinton","️‏ @jamchristene; 27 Sep 2016; #RockTheVote; #ImWithHer; @HillaryClinton","https://twitter.com/jamchristene; https://twitter.com/jamchristene/status/780919915880542208; https://twitter.com/hashtag/RockTheVote?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/HillaryClinton","","",""
