"url","Prettylink","Prettylink_link","Contentblock","Contentlink","Contentlink_link","Contentimg","Contentimg_alt","Contentimg_link"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","This is for you Hillary #ImWithHer pic.twitter.com/OZzRcZCB86","Dillon Santoni‏ @santonidgs; 26 Sep 2016; #ImWithHer; pic.twitter.com/OZzRcZCB86","https://twitter.com/santonidgs; https://twitter.com/santonidgs/status/780557482578022400; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/OZzRcZCB86","https://pbs.twimg.com/profile_images/709927483626229760/HewCnMXl_bigger.jpg; https://pbs.twimg.com/media/CtUY4wyWIAA8xVM.jpg","; ","https://twitter.com/santonidgs; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Fact Check Trump. White Supremacists lie. #ImWithHer #Debates2016","JuLeah Willson‏ @JuLeahKay; 26 Sep 2016; #ImWithHer; #Debates2016","https://twitter.com/JuLeahKay; https://twitter.com/JuLeahKay/status/780557423534759937; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/Debates2016?src=hash","https://pbs.twimg.com/profile_images/768295646356869123/idxKJwPo_bigger.jpg","","https://twitter.com/JuLeahKay"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Beyonce who? Kim Kardashian who? #ImWithHer #debatenightpic.twitter.com/EitoxlcLsT","#1 pheromosa stan‏ @RaymondDiamant; 26 Sep 2016; #ImWithHer; #debatenight; pic.twitter.com/EitoxlcLsT","https://twitter.com/RaymondDiamant; https://twitter.com/RaymondDiamant/status/780557526374940672; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/debatenight?src=hash; https://t.co/EitoxlcLsT","https://pbs.twimg.com/profile_images/839760818824687616/i3uxNAWq_bigger.jpg; https://pbs.twimg.com/media/CtUY7rFWEAAb6Qa.jpg","; ","https://twitter.com/RaymondDiamant; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","WhatHasDonaldDoneNow","https://twitter.com/GetToKnowDonald","#Debates2016 early party goers! #WeAreFL #ImWithHer #NeverTrump #ClintonKaineWeAreSanepic.twitter.com/SZc4BDc9LH","Gena Medrano Swartz‏ @igena10; 26 Sep 2016; #Debates2016; #WeAreFL; #ImWithHer; #NeverTrump; #ClintonKaineWeAreSane; pic.twitter.com/SZc4BDc9LH","https://twitter.com/igena10; https://twitter.com/igena10/status/780556348153094144; https://twitter.com/hashtag/Debates2016?src=hash; https://twitter.com/hashtag/WeAreFL?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/NeverTrump?src=hash; https://twitter.com/hashtag/ClintonKaineWeAreSane?src=hash; https://t.co/SZc4BDc9LH","https://pbs.twimg.com/profile_images/830436703445843968/5t7Jxy4e_bigger.jpg; https://pbs.twimg.com/media/CtUX2icWEAAPvah.jpg","; ","https://twitter.com/igena10; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Don't Blame Dems For What GOP Did... #ImWithHer #DebateNightpic.twitter.com/rK6XaTJxT6","Peace Is Active‏ @peaceisactive; 26 Sep 2016; #ImWithHer; #DebateNight; pic.twitter.com/rK6XaTJxT6","https://twitter.com/peaceisactive; https://twitter.com/peaceisactive/status/780557516966998016; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/DebateNight?src=hash; https://t.co/rK6XaTJxT6","https://pbs.twimg.com/profile_images/820553041359183873/MBEJTRBZ_bigger.jpg; https://pbs.twimg.com/media/CtUY58LUEAAd79C.jpg","; ","https://twitter.com/peaceisactive; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","I figure W/Trump once a lying brainless idiot always a lying brainless idiot. The debates will not alter my opinion whatsoever. #ImWithHer pic.twitter.com/iDLDDJH7ZK","Elaine 💚WeWillResist‏ @elaineylacy; 26 Sep 2016; #ImWithHer; pic.twitter.com/iDLDDJH7ZK","https://twitter.com/elaineylacy; https://twitter.com/elaineylacy/status/780557538488119296; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/iDLDDJH7ZK","https://pbs.twimg.com/profile_images/855536706107219969/W7EiWKHH_bigger.jpg","","https://twitter.com/elaineylacy"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","laurenx","https://twitter.com/lozzy8353","Millennials, you can say #ImWithHer or ride the #TrumpTrain. One will prevail. You should have a say in what happenshttp://huff.to/2cGCTs4","Tom Piechura‏ @tompiechura; 26 Sep 2016; #ImWithHer; #TrumpTrain; http://huff.to/2cGCTs4","https://twitter.com/tompiechura; https://twitter.com/tompiechura/status/780556153268862976; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/TrumpTrain?src=hash; https://t.co/uOySYxp7SD","https://pbs.twimg.com/profile_images/520416222186201088/2ERwQo6Y_bigger.jpeg","","https://twitter.com/tompiechura"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","@timkaine is a excellent VP choice. Another reason #ImWithHer #debates #Debates2016https://twitter.com/betsy_klein/status/780528572347723776 …","Tee Resists Here ❄️‏ @TeeTweetsHere; 26 Sep 2016; @timkaine; #ImWithHer; #debates; #Debates2016; https://twitter.com/betsy_klein/status/780528572347723776 …","https://twitter.com/TeeTweetsHere; https://twitter.com/TeeTweetsHere/status/780557532922339329; https://twitter.com/timkaine; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/debates?src=hash; https://twitter.com/hashtag/Debates2016?src=hash; https://t.co/sxsaQ7ndvg","https://pbs.twimg.com/profile_images/847442386238095360/PMv0LKyO_bigger.jpg; https://pbs.twimg.com/ext_tw_video_thumb/780528471449698305/pu/img/uqVjyJrNLfvmDNAj.jpg","; ","https://twitter.com/TeeTweetsHere; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","What a major mess up! #ImWithHer #strongertogether #Arkansas #msm #Hillary2016 #ArkansansForHillary #Election2016https://twitter.com/Steve_Irvin/status/780554201575350276 …","NO ACCEPTANCE‏ @NoAcceptanceEvr; 26 Sep 2016; #ImWithHer; #strongertogether; #Arkansas; #msm; #Hillary2016; #ArkansansForHillary; #Election2016; https://twitter.com/Steve_Irvin/status/780554201575350276 …","https://twitter.com/NoAcceptanceEvr; https://twitter.com/NoAcceptanceEvr/status/780557503977299968; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/strongertogether?src=hash; https://twitter.com/hashtag/Arkansas?src=hash; https://twitter.com/hashtag/msm?src=hash; https://twitter.com/hashtag/Hillary2016?src=hash; https://twitter.com/hashtag/ArkansansForHillary?src=hash; https://twitter.com/hashtag/Election2016?src=hash; https://t.co/RiS2CWPJ3V","https://pbs.twimg.com/profile_images/799412777618010113/zxN0R0Pr_bigger.jpg; https://pbs.twimg.com/media/CtUVzgUWEAAIRoX.jpg","; ","https://twitter.com/NoAcceptanceEvr; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Pregaming the debate with red wine and a hot bath. Trying to keep my anxiety at bay. #Hilldawg #ImWithHer #Debates","Julienne Rutherford‏ @JNRutherford; 26 Sep 2016; #Hilldawg; #ImWithHer; #Debates","https://twitter.com/JNRutherford; https://twitter.com/JNRutherford/status/780557501884461061; https://twitter.com/hashtag/Hilldawg?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/Debates?src=hash","https://pbs.twimg.com/profile_images/525702736948363264/HyXyp2hU_bigger.jpeg","","https://twitter.com/JNRutherford"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Sister #ASD #autism moms @HillaryClinton sees our strengths & challenges. Trump mocked a man w/CP on tv for laughs. Just 1reason #ImWithHer https://twitter.com/Madam_President/status/779335269581328384 …","Amy Goddard‏ @msamygoddard; 26 Sep 2016; #ASD; #autism; @HillaryClinton; #ImWithHer; https://twitter.com/Madam_President/status/779335269581328384 …","https://twitter.com/msamygoddard; https://twitter.com/msamygoddard/status/780557484142407680; https://twitter.com/hashtag/ASD?src=hash; https://twitter.com/hashtag/autism?src=hash; https://twitter.com/HillaryClinton; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/UCC6c557s6","https://pbs.twimg.com/profile_images/725133976789118976/tD0dEgG6_bigger.jpg","","https://twitter.com/msamygoddard"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","And not only important but necessary, in Europe people speaks at least three languages is part of humanity and is awesome! #ImWithHer https://twitter.com/lorellapraeli/status/780501182208958465 …","Victoria‏ @vdnewine; 26 Sep 2016; #ImWithHer; https://twitter.com/lorellapraeli/status/780501182208958465 …","https://twitter.com/vdnewine; https://twitter.com/vdnewine/status/780557458183954435; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/O5QjTzFQHX","https://pbs.twimg.com/profile_images/763466817176215552/ZvB9BK9-_bigger.jpg; https://pbs.twimg.com/media/CtTlrt0XYAAGZe1.jpg","; ","https://twitter.com/vdnewine; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","#ImWithHer and I am only having a glass or two of cider tonight.","Lilfirefly‏ @Lilfirefly; 26 Sep 2016; #ImWithHer","https://twitter.com/Lilfirefly; https://twitter.com/Lilfirefly/status/780557455633768448; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/1158028305/712255979f510b13b2609a1c8bd06458_80c56cbf00be8243f594e4c240bbca72_bigger.jpg","","https://twitter.com/Lilfirefly"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Here's an idea: if the moderator has to tell the candidates to stop more than once, turn off their microphone! #debatenight #ImWithHer","Matthew Croft‏ @mattcroftmusic; 26 Sep 2016; #debatenight; #ImWithHer","https://twitter.com/mattcroftmusic; https://twitter.com/mattcroftmusic/status/780557437279412224; https://twitter.com/hashtag/debatenight?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/800919336714014720/j2d3ivbo_bigger.jpg","","https://twitter.com/mattcroftmusic"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-26%20until%3A2016-09-27&src=typd&lang=en","","","Just in time for #debatenight #Debates2016 #DonTheCon #factcheck2016 #ImWithHer https://twitter.com/chrisgeidner/status/780513683646586880 …","💙 California 🇺🇸‏ @FerrerAgnes; 26 Sep 2016; #debatenight; #Debates2016; #DonTheCon; #factcheck2016; #ImWithHer; https://twitter.com/chrisgeidner/status/780513683646586880 …","https://twitter.com/FerrerAgnes; https://twitter.com/FerrerAgnes/status/780557407290130432; https://twitter.com/hashtag/debatenight?src=hash; https://twitter.com/hashtag/Debates2016?src=hash; https://twitter.com/hashtag/DonTheCon?src=hash; https://twitter.com/hashtag/factcheck2016?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/N9b7MfwRwD","https://pbs.twimg.com/profile_images/854551625154781184/_9JT6oxR_bigger.jpg; https://pbs.twimg.com/media/CtTw-3YWIAAWIDD.jpg; https://pbs.twimg.com/media/CtTw_ovWIAAggZO.jpg; https://pbs.twimg.com/media/CtTxAbQXEAA8vaV.jpg; https://pbs.twimg.com/media/CtTxBc1XEAEz8lN.jpg","; ; ; ; ","https://twitter.com/FerrerAgnes; ; ; ; "
