"url","Contentblock","Contentlink","Contentlink_link","Contentimg","Contentimg_alt","Contentimg_link"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","GETCHU A BITCH WHO CAN DO BOTH. http://www.nytimes.com/2016/09/11/opinion/campaign-stops/the-bitch-america-needs.html … #ImWithHer","sarah knight‏Verified account @MCSnugz; 10 Sep 2016; http://www.nytimes.com/2016/09/11/opinion/campaign-stops/the-bitch-america-needs.html …; #ImWithHer","https://twitter.com/MCSnugz; https://twitter.com/MCSnugz/status/774757551778988032; https://t.co/xHCykFZsZy; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/783477703559217152/_4FiVo2y_bigger.jpg","","https://twitter.com/MCSnugz"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","Republicans rave about Tim Kaine http://www.politico.com/story/2016/09/republicans-congress-tim-kaine-227952 … #imwithher","Scott Forrester‏ @scforrester; 10 Sep 2016; http://www.politico.com/story/2016/09/republicans-congress-tim-kaine-227952 …; #imwithher","https://twitter.com/scforrester; https://twitter.com/scforrester/status/774757484460335104; https://t.co/cvQbbONgHJ; https://twitter.com/hashtag/imwithher?src=hash","https://pbs.twimg.com/profile_images/378800000070806493/e5e7e15153dd224311f7331ed758cef6_bigger.jpeg","","https://twitter.com/scforrester"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","It was especially meaningless as her supporters told me her only apology should be for not saying ""all"". #ImWithHer https://twitter.com/marylovefreedom/status/774756704231784448 …","Deplorable Warrior‏ @annanaugh; 10 Sep 2016; #ImWithHer; https://twitter.com/marylovefreedom/status/774756704231784448 …","https://twitter.com/annanaugh; https://twitter.com/annanaugh/status/774757428495839233; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/VBO0MlSmrE","https://pbs.twimg.com/profile_images/677111709635604480/A8V_V_Db_bigger.jpg","","https://twitter.com/annanaugh"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","@realDonaldTrump is thin skinned HRC is not. swish dunk #ImWithHer","Nowaytrump2016‏ @Nowaytrumpnov5; 10 Sep 2016; @HuffPost; @HuffingtonPost; @realDonaldTrump; #ImWithHer","https://twitter.com/Nowaytrumpnov5; https://twitter.com/Nowaytrumpnov5/status/774757414432231424; https://twitter.com/HuffPost; https://twitter.com/HuffingtonPost; https://twitter.com/realDonaldTrump; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/778220454867705857/HzVHSwGO_bigger.jpg","","https://twitter.com/Nowaytrumpnov5"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","No amount of obfuscation will change the fact that #HillaryClinton says one thing and then does another. She is a serial liar. #ImWIthHer","Kelly‏ @KLSouth; 10 Sep 2016; #HillaryClinton; #ImWIthHer","https://twitter.com/KLSouth; https://twitter.com/KLSouth/status/774757370820001793; https://twitter.com/hashtag/HillaryClinton?src=hash; https://twitter.com/hashtag/ImWIthHer?src=hash","https://pbs.twimg.com/profile_images/848408139955408897/S0T-Oti3_bigger.jpg","","https://twitter.com/KLSouth"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","Ceasefire in Syria, a huge win for President Obama & Hillary. @CNN @MSNBC & loser Trump will try to negate.Putin laughs at Trump.#ImWithHer","Klaren‏ @62ndsurvey; 10 Sep 2016; @CNN; @MSNBC; #ImWithHer","https://twitter.com/62ndsurvey; https://twitter.com/62ndsurvey/status/774757369171410944; https://twitter.com/CNN; https://twitter.com/MSNBC; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/505244322002776064/fzeujbP9_bigger.jpeg","","https://twitter.com/62ndsurvey"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","You are the one that with actions , words and tweets has a hatred, racist & divided People & never apologize !#ImWithHer","RiveraS‏ @1SERivera; 10 Sep 2016; @realDonaldTrump; #ImWithHer","https://twitter.com/1SERivera; https://twitter.com/1SERivera/status/774757296706457600; https://twitter.com/realDonaldTrump; https://twitter.com/hashtag/ImWithHer?src=hash","https://pbs.twimg.com/profile_images/821479973613469696/vsuv6El__bigger.jpg","","https://twitter.com/1SERivera"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","She must! Women are supposed to smile & be sweet to everyone, even while being spat upon. #ImWithHer https://twitter.com/lopezbobby/status/774752586742304768 …","Melissa Bernardo‏ @mrbplus; 10 Sep 2016; #ImWithHer; https://twitter.com/lopezbobby/status/774752586742304768 …","https://twitter.com/mrbplus; https://twitter.com/mrbplus/status/774757241152864256; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/klVuk9eSqb","https://pbs.twimg.com/profile_images/634917998864789504/FFrvVmPd_bigger.jpg","","https://twitter.com/mrbplus"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","This makes me cry real tears. #ImWithHer #LoveTrumpsHatehttps://twitter.com/memeographs/status/774717572096921601 …","Sarah Etelman‏ @SarahEtelman; 10 Sep 2016; #ImWithHer; #LoveTrumpsHate; https://twitter.com/memeographs/status/774717572096921601 …","https://twitter.com/SarahEtelman; https://twitter.com/SarahEtelman/status/774757237013250049; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/LoveTrumpsHate?src=hash; https://t.co/8Z8iObW04V","https://pbs.twimg.com/profile_images/828425588499165184/xg9kDIii_bigger.jpg","","https://twitter.com/SarahEtelman"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","http://www.cnn.com/2016/09/09/politics/hillary-clinton-donald-trump-basket-of-deplorables/index.html … HAHA I MADE A JOKE! IT WAS FUNNY TO! #HILLARY #BASKETOFDEPLORABLES #TRUMP VOTERS ARE DUMB! #IMWITHHER SHES #FUNNY","DRUNKH ILLARY TWETS‏ @HillaryDrunk; 10 Sep 2016; http://www.cnn.com/2016/09/09/politics/hillary-clinton-donald-trump-basket-of-deplorables/index.html …; #HILLARY; #BASKETOFDEPLORABLES; #TRUMP; #IMWITHHER; #FUNNY","https://twitter.com/HillaryDrunk; https://twitter.com/HillaryDrunk/status/774757201793601536; https://t.co/LBxsXlyicV; https://twitter.com/hashtag/HILLARY?src=hash; https://twitter.com/hashtag/BASKETOFDEPLORABLES?src=hash; https://twitter.com/hashtag/TRUMP?src=hash; https://twitter.com/hashtag/IMWITHHER?src=hash; https://twitter.com/hashtag/FUNNY?src=hash","https://pbs.twimg.com/profile_images/540368502243082240/iekKQN_G_bigger.jpeg","","https://twitter.com/HillaryDrunk"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","For clown @realDonaldTrump the delicacies of detente are lost. He is too arrogant to listen. That's why #Imwithher https://twitter.com/WeRImmortals/status/774756599021735936 …","Henry A. Kissinger‏ @wokekissinger; 10 Sep 2016; @realDonaldTrump; #Imwithher; https://twitter.com/WeRImmortals/status/774756599021735936 …","https://twitter.com/wokekissinger; https://twitter.com/wokekissinger/status/774757179748265984; https://twitter.com/realDonaldTrump; https://twitter.com/hashtag/Imwithher?src=hash; https://t.co/w1TmhgmHsE","https://pbs.twimg.com/profile_images/820016184854806528/sgJjz5xI_bigger.jpg; https://pbs.twimg.com/media/CsB8kC2UEAgn6Nm.jpg; https://pbs.twimg.com/media/CsB8kDAUkAA60z6.jpg","; ; ","https://twitter.com/wokekissinger; ; "
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","No 47% moment here! What Hillary said is true. Trump brings out a lot of unsavory followers! #DumpTrump #ImWithHer https://twitter.com/realdonaldtrump/status/774753598970466304 …","John Tadros‏ @JJT1950; 10 Sep 2016; #DumpTrump; #ImWithHer; https://twitter.com/realdonaldtrump/status/774753598970466304 …","https://twitter.com/JJT1950; https://twitter.com/JJT1950/status/774757128074559488; https://twitter.com/hashtag/DumpTrump?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/kpz6WpTN0q","https://pbs.twimg.com/profile_images/758730017144655872/c4nx9TY0_bigger.jpg","","https://twitter.com/JJT1950"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","#ImWithHer #hillary2016https://twitter.com/chrissyteigen/status/774617855119626240 …","Rina Patel‏ @_ripa; 10 Sep 2016; #ImWithHer; #hillary2016; https://twitter.com/chrissyteigen/status/774617855119626240 …","https://twitter.com/_ripa; https://twitter.com/_ripa/status/774757123401973760; https://twitter.com/hashtag/ImWithHer?src=hash; https://twitter.com/hashtag/hillary2016?src=hash; https://t.co/ZY6BJHbSht","https://pbs.twimg.com/profile_images/1112853330/100_0511__3__bigger.jpg","","https://twitter.com/_ripa"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-09-10%20until%3A2016-09-11&src=typd&lang=en","#BasketOfDeplorables is really how #democrats view Americans #HillaryClinton #ImWithHer https://twitter.com/mike_beacham/status/774756672602509313 …","obamagate‏ @McCarthyKnew; 10 Sep 2016; #BasketOfDeplorables; #democrats; #HillaryClinton; #ImWithHer; https://twitter.com/mike_beacham/status/774756672602509313 …","https://twitter.com/McCarthyKnew; https://twitter.com/McCarthyKnew/status/774757031781736448; https://twitter.com/hashtag/BasketOfDeplorables?src=hash; https://twitter.com/hashtag/democrats?src=hash; https://twitter.com/hashtag/HillaryClinton?src=hash; https://twitter.com/hashtag/ImWithHer?src=hash; https://t.co/oygP5C1LdX","https://pbs.twimg.com/profile_images/855941728188194816/wa4pfUGh_bigger.jpg","","https://twitter.com/McCarthyKnew"
