"url","tweet"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","This could work...2020 #IMWITHHER pic.twitter.com/9fsA11ScaN"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Trump used his foundation to fund filmmaker James O’Keefes' deceptively edited Project Veritas videos https://thinkprogress.org/trump-funded-james-okeefe-53015c2f44b6?gi=1fd8d4cd4daf … #ImWithHer"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Talk about dodging the question. Does she live in a cave? #ImWithHer (not) https://twitter.com/jaredwyand/status/789237875007221760 …"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Attending DC Women Together Summit. #HillaryClinton #ImWithher pic.twitter.com/6CIQ9N8J9s"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","He is literally grinding his teeth and tearing paper - seething that a mere WOMAN would dare speak to him that way! #ImWithHer https://twitter.com/TheFix/status/789090575249125376 …"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Don't you agree that ""Dumb sexist insults make great feminist hashtags?"" #NastyWomanChallenge #Nastywomanvoter #Imwithher #Debates2016"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","#Misogyny Hate towards #Hillary I just heard on *so called* #Christian Radio in #Colorado was hideous … #ImWithHer http://vitw.it/link/A7Ypk"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","This is the most amazing thing ever from @BarbraStreisand #ImWithHer #Vote4Hillary https://www.facebook.com/barbrastreisand/videos/10153806895880124/ …"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Hills just entered the Al Smith Dinner in BRIGHT FUSCIA w/ all those crusty men wearing black & white-EPIC. #LetTheMindGamesBegin #ImWithHer pic.twitter.com/AnLPk2rD13"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Me after last night's debate @SarahMGellar #ImWithHer #NastyBitch #Buffy pic.twitter.com/aaNG86YTr6"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Hillary is going to roast Trump. Ooh this is going to be good! His face will burst before its over. Come through queen. #ImWithHer"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","@realDonaldTrump proves once agin that he does not know what he's talking about. Disgusting man. #ImWithHer"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Before she had even announced her intention to run I was already on board!! #imwithher… https://www.instagram.com/p/BLzcGwXAK7n/"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Ok all you #BadHombres & #NastyWomen. Let's meet at the ballot box and finish this thing off. #ImWithHer pic.twitter.com/zu6E81ySCV"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","@Angela__Wagner @a_degeatano @RiskyPeter LK #Hillary s own staff admits she's not qualified. #Clinton #ImWithHer #Trump #MAGA https://twitter.com/TrumpIsTheTrue/status/787450787605516288 …"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Um, no. Peggy Mast absolutely meant to quote Hitler. Sorry Peggy, you let the #Trump Nazi out of the bag. #DebateNight #SheWon #ImWithHer https://twitter.com/BryanLowry3/status/789237572140539905 …"
"https://twitter.com/search?l=&q=%23imwithher%20since%3A2016-10-20%20until%3A2016-10-21&src=typd&lang=en","Shall I make this my FB pic and drop the (not so) subtleties? I'm thinking yes #SpiritDay #imwithher pic.twitter.com/dP7Vm3EWR3"
